species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,published_wording,source_wording_excerpt,provenance_surface,provenance_kind,provenance_locator,dating_basis,evidence_class,precision_posture,normalization_status,normalization_rule,uncertainty_note,time_start_bp,time_end_bp,time_mean_bp,temporal_semantics
Felis catus,cat,PRJEB81815,prjeb81815:samea120246570,ROCcat01,3259-3449 BP,ENA identifies SAMEA120246570 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC01; source chronology: 1499 (84.4%) 1382 calBC / 1341 (11.1%) 1311 calBC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246570 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row84 -> Table_S1!row125,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,3259,3449,3354,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '3259-3449 BP', 'temporal_window_key': 'mid_holocene', 'temporal_window_label': 'Mid-Holocene (3001-6000 BP)', 'time_start_bp': 3259, 'time_end_bp': 3449, 'time_mean_bp': 3354, 'duration_years': 190, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246570 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row84 -> Table_S1!row125', 'provenance_excerpt': 'ENA identifies SAMEA120246570 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC01; source chronology: 1499 (84.4%) 1382 calBC / 1341 (11.1%) 1311 calBC.', 'original_labels': ['3259-3449 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246571,ROCcat02,3169-3359 BP,ENA identifies SAMEA120246571 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC02; source chronology: 1401 (90.3%) 1256 calBC / 1248 (5.1%) 1227 calBC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246571 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row85 -> Table_S1!row126,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,3169,3359,3264,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '3169-3359 BP', 'temporal_window_key': 'mid_holocene', 'temporal_window_label': 'Mid-Holocene (3001-6000 BP)', 'time_start_bp': 3169, 'time_end_bp': 3359, 'time_mean_bp': 3264, 'duration_years': 190, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246571 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row85 -> Table_S1!row126', 'provenance_excerpt': 'ENA identifies SAMEA120246571 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC02; source chronology: 1401 (90.3%) 1256 calBC / 1248 (5.1%) 1227 calBC.', 'original_labels': ['3169-3359 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246572,ROCcat04,Medieval,ENA identifies SAMEA120246572 as Felis catus (tax_id 9685). Exact workbook join ROC04; source chronology: Medieval.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246572 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row86 -> Table_S1!row127,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'Medieval', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246572 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row86 -> Table_S1!row127', 'provenance_excerpt': 'ENA identifies SAMEA120246572 as Felis catus (tax_id 9685). Exact workbook join ROC04; source chronology: Medieval.', 'original_labels': ['Medieval'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246573,SAcat14,Early Byzantine,ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'Early Byzantine', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215', 'provenance_excerpt': 'ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.', 'original_labels': ['Early Byzantine'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246574,SARcat01,Early Neolithic,ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'Early Neolithic', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130', 'provenance_excerpt': 'ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.', 'original_labels': ['Early Neolithic'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246575,SBRcat01,15/16th centuries,ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '15/16th centuries', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17', 'provenance_excerpt': 'ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.', 'original_labels': ['15/16th centuries'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246576,SCATcat01,17-18th c AD,ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '17-18th c AD', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132', 'provenance_excerpt': 'ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.', 'original_labels': ['17-18th c AD'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246577,SDUCcat02,19th AD,ENA identifies SAMEA120246577 as Felis catus (tax_id 9685). Exact workbook join SDUC02B; source chronology: 19th AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '19th AD', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135', 'provenance_excerpt': 'ENA identifies SAMEA120246577 as Felis catus (tax_id 9685). Exact workbook join SDUC02B; source chronology: 19th AD.', 'original_labels': ['19th AD'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246578,TABcat02,4349-4649 BP,"ENA identifies SAMEA120246578 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TAB02B; source chronology: 2,700-2,400 BC (Phase III).",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,4349,4649,4499,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '4349-4649 BP', 'temporal_window_key': 'mid_holocene', 'temporal_window_label': 'Mid-Holocene (3001-6000 BP)', 'time_start_bp': 4349, 'time_end_bp': 4649, 'time_mean_bp': 4499, 'duration_years': 300, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192', 'provenance_excerpt': 'ENA identifies SAMEA120246578 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TAB02B; source chronology: 2,700-2,400 BC (Phase III).', 'original_labels': ['4349-4649 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246579,TERTcat03,4th-5th c AD,ENA identifies SAMEA120246579 as Felis catus (tax_id 9685). Exact workbook join TERT03; source chronology: 4th-5th c AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246579 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row95 -> Table_S1!row144,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '4th-5th c AD', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246579 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row95 -> Table_S1!row144', 'provenance_excerpt': 'ENA identifies SAMEA120246579 as Felis catus (tax_id 9685). Exact workbook join TERT03; source chronology: 4th-5th c AD.', 'original_labels': ['4th-5th c AD'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246580,TONcat03,1820-1989 BP,ENA identifies SAMEA120246580 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TON03; source chronology: 40BC (4.0%) 10BC / AD (91.4%) 130AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246580 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row96 -> Table_S1!row25,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1820,1989,1904,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1820-1989 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1820, 'time_end_bp': 1989, 'time_mean_bp': 1904, 'duration_years': 169, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246580 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row96 -> Table_S1!row25', 'provenance_excerpt': 'ENA identifies SAMEA120246580 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TON03; source chronology: 40BC (4.0%) 10BC / AD (91.4%) 130AD.', 'original_labels': ['1820-1989 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246581,TRMRcat01,1730-1890 BP,ENA identifies SAMEA120246581 as Felis catus (tax_id 9685). Exact workbook join TRMR01B; source chronology: 60AD (95.4%) 220AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246581 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row97 -> Table_S1!row18,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1730,1890,1810,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1730-1890 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1730, 'time_end_bp': 1890, 'time_mean_bp': 1810, 'duration_years': 160, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246581 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row97 -> Table_S1!row18', 'provenance_excerpt': 'ENA identifies SAMEA120246581 as Felis catus (tax_id 9685). Exact workbook join TRMR01B; source chronology: 60AD (95.4%) 220AD.', 'original_labels': ['1730-1890 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246582,VIAcat04,1530-1700 BP,ENA identifies SAMEA120246582 as Felis catus (tax_id 9685). Exact workbook join VIA04; source chronology: 250AD (16.8%) 280AD / 330AD (78.6%) 420AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246582 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row98 -> Table_S1!row172,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1530,1700,1615,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1530-1700 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1530, 'time_end_bp': 1700, 'time_mean_bp': 1615, 'duration_years': 170, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246582 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row98 -> Table_S1!row172', 'provenance_excerpt': 'ENA identifies SAMEA120246582 as Felis catus (tax_id 9685). Exact workbook join VIA04; source chronology: 250AD (16.8%) 280AD / 330AD (78.6%) 420AD.', 'original_labels': ['1530-1700 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246583,VIAcat06,1740-1930 BP,ENA identifies SAMEA120246583 as Felis catus (tax_id 9685). Exact workbook join VIA06a; source chronology: 20AD (95.4%) 210AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246583 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row99 -> Table_S1!row174,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1740,1930,1835,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1740-1930 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1740, 'time_end_bp': 1930, 'time_mean_bp': 1835, 'duration_years': 190, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246583 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row99 -> Table_S1!row174', 'provenance_excerpt': 'ENA identifies SAMEA120246583 as Felis catus (tax_id 9685). Exact workbook join VIA06a; source chronology: 20AD (95.4%) 210AD.', 'original_labels': ['1740-1930 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246584,VINcat04,790-960 BP,ENA identifies SAMEA120246584 as Felis silvestris silvestris (tax_id 463207). Exact workbook join VIN04; source chronology: 990AD (49.5%) 1050AD / 1080AD (45.9%) 1160AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246584 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row100 -> Table_S1!row179,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,790,960,875,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '790-960 BP', 'temporal_window_key': 'recent_historical', 'temporal_window_label': 'Recent and historical (0-1000 BP)', 'time_start_bp': 790, 'time_end_bp': 960, 'time_mean_bp': 875, 'duration_years': 170, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246584 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row100 -> Table_S1!row179', 'provenance_excerpt': 'ENA identifies SAMEA120246584 as Felis silvestris silvestris (tax_id 463207). Exact workbook join VIN04; source chronology: 990AD (49.5%) 1050AD / 1080AD (45.9%) 1160AD.', 'original_labels': ['790-960 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246585,46_Fsl,modern,ENA identifies SAMEA120246585 as Felis silvestris lybica (tax_id 61377). Exact workbook join 46_Fsl; source chronology: modern.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246585 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row3,modern_sampling,historical_or_recent_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'modern', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246585 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row3', 'provenance_excerpt': 'ENA identifies SAMEA120246585 as Felis silvestris lybica (tax_id 61377). Exact workbook join 46_Fsl; source chronology: modern.', 'original_labels': ['modern'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246586,52_Fsl,modern,ENA identifies SAMEA120246586 as Felis silvestris lybica (tax_id 61377). Exact workbook join 52_Fsl; source chronology: modern.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246586 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row4,modern_sampling,historical_or_recent_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'modern', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246586 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row4', 'provenance_excerpt': 'ENA identifies SAMEA120246586 as Felis silvestris lybica (tax_id 61377). Exact workbook join 52_Fsl; source chronology: modern.', 'original_labels': ['modern'], 'normalized_labels': [], 'uncertainty_notes': []}"
