species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160949,SAMEA5160949,archive_project_sample_accession_anchor,archive_native,final,,Zurich-Mozartstrasse,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160949 || Sheet1!row1071,ENA archive metadata identifies sample SAMEA5160949 as Sus scrofa (tax_id 9823). || AA253 | previous_extraction_code=- | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=MZ 8114 | additional_sample_information=AS Kt. Zürich | location=Zurich-Mozartstrasse | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2u (2615-2605 BC) | source_mean_years_bp=4610 | period=Late Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Zurich-Mozartstrasse,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160950,SAMEA5160950,archive_project_sample_accession_anchor,archive_native,final,,Zurich-Mozartstrasse,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160950 || Sheet1!row1072,ENA archive metadata identifies sample SAMEA5160950 as Sus scrofa (tax_id 9823). || AA254 | previous_extraction_code=- | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=MZ 6481 | additional_sample_information=AS Kt. Zürich | location=Zurich-Mozartstrasse | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2u (2615-2605 BC) | source_mean_years_bp=4610 | period=Late Neolithic | group=EUD-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Zurich-Mozartstrasse,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160951,SAMEA5160951,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160951 || Sheet1!row1030,"ENA archive metadata identifies sample SAMEA5160951 as Sus scrofa (tax_id 9823). || AA255 | previous_extraction_code=RB463 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 2074, D003576 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160952,SAMEA5160952,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160952 || Sheet1!row1031,"ENA archive metadata identifies sample SAMEA5160952 as Sus scrofa (tax_id 9823). || AA256 | previous_extraction_code=RB464 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 8213, D003577 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160953,SAMEA5160953,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160953 || Sheet1!row1032,"ENA archive metadata identifies sample SAMEA5160953 as Sus scrofa (tax_id 9823). || AA257 | previous_extraction_code=RB465 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 7913,D003578 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160954,SAMEA5160954,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160954 || Sheet1!row1033,"ENA archive metadata identifies sample SAMEA5160954 as Sus scrofa (tax_id 9823). || AA258 | previous_extraction_code=RB466 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 267, D003579 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160955,SAMEA5160955,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160955 || Sheet1!row1034,"ENA archive metadata identifies sample SAMEA5160955 as Sus scrofa (tax_id 9823). || AA259 | previous_extraction_code=RB467 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 7809, D003580 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160956,SAMEA5160956,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160956 || Sheet1!row1035,"ENA archive metadata identifies sample SAMEA5160956 as Sus scrofa (tax_id 9823). || AA260 | previous_extraction_code=RB468 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 9143, D003581 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160957,SAMEA5160957,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160957 || Sheet1!row1036,"ENA archive metadata identifies sample SAMEA5160957 as Sus scrofa (tax_id 9823). || AA261 | previous_extraction_code=RB469 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 4617, D003582 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160958,SAMEA5160958,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160958 || Sheet1!row1037,"ENA archive metadata identifies sample SAMEA5160958 as Sus scrofa (tax_id 9823). || AA262 | previous_extraction_code=RB470 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 8000, D003583 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160959,SAMEA5160959,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160959 || Sheet1!row1038,"ENA archive metadata identifies sample SAMEA5160959 as Sus scrofa (tax_id 9823). || AA263 | previous_extraction_code=RB471 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 8642, D003584 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5377 | period=Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160960,SAMEA5160960,archive_project_sample_accession_anchor,archive_native,final,,Arbon Bleiche 3,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160960 || Sheet1!row1040,"ENA archive metadata identifies sample SAMEA5160960 as Sus scrofa (tax_id 9823). || AA265 | previous_extraction_code=RB473 | mtdna_accession=- | source=Jörg Schibler | museum_or_sample_code=Arbon 3886, D003586 | additional_sample_information=AS Kt. Thurgau | location=Arbon Bleiche 3 | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3384-3370 cal. BC | source_mean_years_bp=5337 | period=Late Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Arbon Bleiche 3,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
