species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text,chronology_dating_basis,chronology_evidence_class,chronology_precision_posture,source_native_tax_id,source_native_scientific_name,taxon_alignment_status,archive_native_experiment_id,source_native_identity_kind
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161121,SAMEA5161121,,,SAMEA5161121,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161121,ENA archive metadata identifies sample SAMEA5161121 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161122,SAMEA5161122,,,SAMEA5161122,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161122,ENA archive metadata identifies sample SAMEA5161122 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161123,SAMEA5161123,,,SAMEA5161123,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161123,ENA archive metadata identifies sample SAMEA5161123 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161124,SAMEA5161124,,,SAMEA5161124,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161124,ENA archive metadata identifies sample SAMEA5161124 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161125,SAMEA5161125,,,SAMEA5161125,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161125,ENA archive metadata identifies sample SAMEA5161125 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161126,SAMEA5161126,,,SAMEA5161126,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161126,ENA archive metadata identifies sample SAMEA5161126 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161127,SAMEA5161127,,,SAMEA5161127,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161127,ENA archive metadata identifies sample SAMEA5161127 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161128,SAMEA5161128,,,SAMEA5161128,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161128,ENA archive metadata identifies sample SAMEA5161128 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161129,SAMEA5161129,,,SAMEA5161129,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161129,ENA archive metadata identifies sample SAMEA5161129 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161130,SAMEA5161130,,,SAMEA5161130,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161130,ENA archive metadata identifies sample SAMEA5161130 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161131,SAMEA5161131,,,SAMEA5161131,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161131,ENA archive metadata identifies sample SAMEA5161131 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161132,SAMEA5161132,,,SAMEA5161132,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161132,ENA archive metadata identifies sample SAMEA5161132 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161133,SAMEA5161133,,,SAMEA5161133,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161133,ENA archive metadata identifies sample SAMEA5161133 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161134,SAMEA5161134,,,SAMEA5161134,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161134,ENA archive metadata identifies sample SAMEA5161134 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161135,SAMEA5161135,,,SAMEA5161135,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161135,ENA archive metadata identifies sample SAMEA5161135 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161136,SAMEA5161136,,,SAMEA5161136,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161136,ENA archive metadata identifies sample SAMEA5161136 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161137,SAMEA5161137,,,SAMEA5161137,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161137,ENA archive metadata identifies sample SAMEA5161137 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161138,SAMEA5161138,,,SAMEA5161138,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161138,ENA archive metadata identifies sample SAMEA5161138 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161139,SAMEA5161139,,,SAMEA5161139,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161139,ENA archive metadata identifies sample SAMEA5161139 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161140,SAMEA5161140,,,SAMEA5161140,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161140,ENA archive metadata identifies sample SAMEA5161140 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161141,SAMEA5161141,,,SAMEA5161141,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161141,ENA archive metadata identifies sample SAMEA5161141 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161142,SAMEA5161142,,,SAMEA5161142,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161142,ENA archive metadata identifies sample SAMEA5161142 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161143,SAMEA5161143,,,SAMEA5161143,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161143,ENA archive metadata identifies sample SAMEA5161143 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161144,SAMEA5161144,,,SAMEA5161144,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161144,ENA archive metadata identifies sample SAMEA5161144 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161145,SAMEA5161145,,,SAMEA5161145,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161145,ENA archive metadata identifies sample SAMEA5161145 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161146,SAMEA5161146,,,SAMEA5161146,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161146,ENA archive metadata identifies sample SAMEA5161146 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161147,SAMEA5161147,,,SAMEA5161147,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161147,ENA archive metadata identifies sample SAMEA5161147 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161148,SAMEA5161148,,,SAMEA5161148,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161148,ENA archive metadata identifies sample SAMEA5161148 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161149,SAMEA5161149,,,SAMEA5161149,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161149,ENA archive metadata identifies sample SAMEA5161149 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161150,SAMEA5161150,,,SAMEA5161150,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161150,ENA archive metadata identifies sample SAMEA5161150 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161151,SAMEA5161151,,,SAMEA5161151,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161151,ENA archive metadata identifies sample SAMEA5161151 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161152,SAMEA5161152,,,SAMEA5161152,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161152,ENA archive metadata identifies sample SAMEA5161152 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161153,SAMEA5161153,,,SAMEA5161153,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161153,ENA archive metadata identifies sample SAMEA5161153 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161154,SAMEA5161154,,,SAMEA5161154,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161154,ENA archive metadata identifies sample SAMEA5161154 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161155,SAMEA5161155,,,SAMEA5161155,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161155,ENA archive metadata identifies sample SAMEA5161155 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161156,SAMEA5161156,,,SAMEA5161156,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161156,ENA archive metadata identifies sample SAMEA5161156 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161157,SAMEA5161157,,,SAMEA5161157,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161157,ENA archive metadata identifies sample SAMEA5161157 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161158,SAMEA5161158,,,SAMEA5161158,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161158,ENA archive metadata identifies sample SAMEA5161158 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161159,SAMEA5161159,,,SAMEA5161159,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161159,ENA archive metadata identifies sample SAMEA5161159 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161160,SAMEA5161160,,,SAMEA5161160,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161160,ENA archive metadata identifies sample SAMEA5161160 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161161,SAMEA5161161,,,SAMEA5161161,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161161,ENA archive metadata identifies sample SAMEA5161161 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161162,SAMEA5161162,,,SAMEA5161162,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161162,ENA archive metadata identifies sample SAMEA5161162 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161163,SAMEA5161163,,,SAMEA5161163,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161163,ENA archive metadata identifies sample SAMEA5161163 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161164,SAMEA5161164,,,SAMEA5161164,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161164,ENA archive metadata identifies sample SAMEA5161164 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161165,SAMEA5161165,,,SAMEA5161165,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161165,ENA archive metadata identifies sample SAMEA5161165 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161166,SAMEA5161166,,,SAMEA5161166,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161166,ENA archive metadata identifies sample SAMEA5161166 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161167,SAMEA5161167,,,SAMEA5161167,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161167,ENA archive metadata identifies sample SAMEA5161167 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161169,SAMEA5161169,,,SAMEA5161169,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161169,ENA archive metadata identifies sample SAMEA5161169 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161170,SAMEA5161170,,,SAMEA5161170,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161170,ENA archive metadata identifies sample SAMEA5161170 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161171,SAMEA5161171,,,SAMEA5161171,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161171,ENA archive metadata identifies sample SAMEA5161171 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161172,SAMEA5161172,,,SAMEA5161172,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161172,ENA archive metadata identifies sample SAMEA5161172 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161173,SAMEA5161173,,,SAMEA5161173,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161173,ENA archive metadata identifies sample SAMEA5161173 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161174,SAMEA5161174,,,SAMEA5161174,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161174,ENA archive metadata identifies sample SAMEA5161174 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161175,SAMEA5161175,,,SAMEA5161175,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161175,ENA archive metadata identifies sample SAMEA5161175 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161176,SAMEA5161176,,,SAMEA5161176,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161176,ENA archive metadata identifies sample SAMEA5161176 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161177,SAMEA5161177,,,SAMEA5161177,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161177,ENA archive metadata identifies sample SAMEA5161177 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161178,SAMEA5161178,,,SAMEA5161178,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161178,ENA archive metadata identifies sample SAMEA5161178 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161179,SAMEA5161179,,,SAMEA5161179,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161179,ENA archive metadata identifies sample SAMEA5161179 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161187,SAMEA5161187,,,SAMEA5161187,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161187,ENA archive metadata identifies sample SAMEA5161187 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161188,SAMEA5161188,,,SAMEA5161188,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161188,ENA archive metadata identifies sample SAMEA5161188 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161189,SAMEA5161189,,,SAMEA5161189,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161189,ENA archive metadata identifies sample SAMEA5161189 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161191,SAMEA5161191,,,SAMEA5161191,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161191,ENA archive metadata identifies sample SAMEA5161191 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161192,SAMEA5161192,,,SAMEA5161192,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161192,ENA archive metadata identifies sample SAMEA5161192 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161194,SAMEA5161194,,,SAMEA5161194,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161194,ENA archive metadata identifies sample SAMEA5161194 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161197,SAMEA5161197,,,SAMEA5161197,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161197,ENA archive metadata identifies sample SAMEA5161197 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5772905,SAMEA5772905,,,SAMEA5772905,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5772905,ENA archive metadata identifies sample SAMEA5772905 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5772906,SAMEA5772906,,,SAMEA5772906,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5772906,ENA archive metadata identifies sample SAMEA5772906 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
